Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Hydro per capita (kWh),Wind per capita (kWh),Solar per capita (kWh),Other renewables per capita (kWh),Continent
Finland,FIN,1998,12304.21,25062.366,7462.514,11877.107,8028.805,12.372,0.699,5020.337,Europe
Finland,FIN,1999,11894.437,25212.718,7453.638,12461.935,6801.393,26.297,0.751,4488.133,Europe
Finland,FIN,2000,11242.727,25201.177,7596.382,12159.762,7816.542,41.013,0.857,4598.504,Europe
Finland,FIN,2001,13555.62,24666.374,8223.084,12208.732,6978.75,36.938,0.902,4358.159,Europe
Finland,FIN,2002,14692.341,25490.941,8145.029,11845.53,5643.986,33.137,0.999,4698.282,Europe
Finland,FIN,2003,18288.23,26332.5,8991.781,11976.787,4977.812,47.899,1.095,4843.077,Europe
Finland,FIN,2004,16382.967,24495.047,8637.931,11857.751,7753.886,62.124,1.239,5355.636,Europe
Finland,FIN,2005,10490.385,25266.219,7877.93,12036.642,6937.535,86.082,1.33,4848.565,Europe
Finland,FIN,2006,16326.314,24310.028,8391.138,11732.085,5788.255,77.347,1.722,5448.555,Europe
Finland,FIN,2007,15355.44,24482.217,7731.226,11875.159,7085.304,94.458,1.905,4977.59,Europe
Finland,FIN,2008,11664.535,23812.056,7873.771,11518.939,8476.742,129.283,1.936,5157.055,Europe
Finland,FIN,2009,11697.823,22246.822,6997.385,11683.436,6236.976,135.838,2.112,4293.976,Europe
Finland,FIN,2010,14708.361,23216.143,7696.614,11195.753,6254.427,143.002,2.284,5335.335,Europe
Finland,FIN,2011,11895.65,21937.16,6701.304,11268.484,5962.93,231.453,2.548,5376.614,Europe
Finland,FIN,2012,9695.606,20891.461,5899.358,11046.988,8008.045,235.124,2.711,5280.551,Europe
Finland,FIN,2013,10671.343,21760.012,5461.793,11234.586,6025.399,364.196,3.06,5621.629,Europe
Finland,FIN,2014,9526.6,20443.099,4862.921,11108.835,6232.467,515.973,3.728,5455.769,Europe
Finland,FIN,2015,8101.63,20289.683,4174.171,10846.947,7731.781,1074.215,5.216,5223.84,Europe
Finland,FIN,2016,9237.255,21828.658,3647.238,10727.323,7223.344,1403.309,10.109,5224.587,Europe
Finland,FIN,2017,8442.818,20755.668,3325.977,10301.893,6694.697,2175.288,22.001,5099.578,Europe
Finland,FIN,2018,8825.374,20450.299,3802.989,9846.487,5911.906,2627.449,40.591,5482.961,Europe
Finland,FIN,2019,7347.811,19442.814,3653.092,10262.072,5499.559,2679.168,79.721,5458.692,Europe
France,FRA,1965,9870.06,13073.665,1026.669,51.114,2671.454,0.0,0.0,0.0,Europe
France,FRA,1966,9055.196,13875.319,1072.381,78.707,2945.659,0.0,0.0,22.004,Europe
France,FRA,1967,8862.721,15806.139,1215.269,116.144,2538.703,0.0,0.0,33.847,Europe
France,FRA,1968,8458.994,17000.146,1442.41,171.303,2799.859,0.0,0.0,51.419,Europe
France,FRA,1969,8406.998,19502.417,1664.131,198.464,2918.639,0.0,0.0,58.823,Europe
France,FRA,1970,7942.074,21990.619,1881.832,312.503,3101.582,0.0,0.0,74.979,Europe
France,FRA,1971,7220.754,23781.826,2213.037,506.497,2652.566,0.0,0.0,75.566,Europe
France,FRA,1972,6371.8,26195.068,2596.084,785.888,2630.118,0.0,0.0,81.61,Europe
France,FRA,1973,6253.214,28973.197,3021.097,788.285,2548.86,0.0,0.0,82.836,Europe
France,FRA,1974,6283.914,27331.376,3131.566,780.433,2983.276,0.0,0.0,83.67,Europe
France,FRA,1975,5474.431,24822.565,3470.746,962.04,3168.909,0.0,0.0,74.646,Europe
France,FRA,1976,6402.446,26709.679,3708.837,827.424,2546.808,0.0,0.0,69.899,Europe
France,FRA,1977,6138.539,25537.399,3854.337,936.611,3984.447,0.0,0.0,71.76,Europe
France,FRA,1978,6378.989,26506.443,4095.234,1583.381,3554.435,0.0,0.0,73.75,Europe
France,FRA,1979,6900.066,26262.527,4518.825,2069.469,3439.748,0.0,0.0,76.855,Europe
France,FRA,1980,6726.839,24300.414,4672.903,3158.495,3585.246,0.0,0.0,75.855,Europe
France,FRA,1981,6102.849,21835.113,4724.916,5405.895,3705.443,0.0,0.0,76.585,Europe
France,FRA,1982,6209.4,20120.924,4518.623,5562.557,3604.299,0.0,0.0,78.002,Europe
France,FRA,1983,5590.062,19536.759,4788.344,7329.224,3528.073,0.0,0.0,79.19,Europe
France,FRA,1984,5317.241,18737.499,4857.495,9664.441,3319.798,0.0,0.0,81.987,Europe
France,FRA,1985,5133.579,18330.347,5172.233,11265.958,3139.655,0.0,0.0,83.057,Europe
France,FRA,1986,4221.1,18602.312,5174.462,12710.175,3151.143,0.0,0.0,83.156,Europe
France,FRA,1987,3821.961,18630.28,5208.214,13208.857,3536.402,0.0,0.0,87.087,Europe
France,FRA,1988,3713.248,18423.21,5155.569,13636.046,3816.678,0.0,0.0,87.761,Europe
France,FRA,1989,4022.791,18822.685,5019.998,14967.971,2306.886,0.0,0.0,90.688,Europe
France,FRA,1990,3897.398,19017.216,5342.682,15396.049,2640.477,0.013,0.0,93.774,Europe
France,FRA,1991,4129.783,20051.882,5827.503,16171.586,2811.359,0.024,0.0,102.592,Europe
France,FRA,1992,3626.555,19939.256,5791.91,16451.008,3351.787,0.024,0.072,103.729,Europe
France,FRA,1993,2951.594,19142.656,5900.558,17827.179,3142.131,0.116,0.081,95.578,Europe
France,FRA,1994,2892.002,18442.289,5611.518,17364.128,3800.726,0.227,0.091,104.046,Europe
France,FRA,1995,2949.655,18523.543,5950.98,18128.52,3513.866,0.227,0.098,111.924,Europe
France,FRA,1996,3131.434,18842.24,6552.899,19025.772,3162.375,0.356,0.127,116.02,Europe
France,FRA,1997,2732.666,18912.672,6260.104,18868.875,3042.242,0.531,0.163,127.627,Europe
France,FRA,1998,3237.633,19524.925,6649.015,18440.744,2951.213,0.927,0.194,126.094,Europe
France,FRA,1999,2886.502,19711.936,6749.315,18655.0,3431.247,1.748,0.215,134.999,Europe
France,FRA,2000,2791.857,19299.886,7048.442,19541.281,3123.643,2.259,0.246,140.548,Europe
France,FRA,2001,2428.06,19274.023,7353.569,19568.593,3451.444,6.088,0.286,154.94,Europe
France,FRA,2002,2484.993,18610.802,7289.653,20025.228,2769.172,12.15,0.326,162.17,Europe
France,FRA,2003,2621.979,18504.32,7589.269,19943.47,2665.173,17.544,0.351,168.068,Europe
France,FRA,2004,2477.653,18531.962,7692.603,19990.646,2656.033,26.536,0.377,168.67,Europe
France,FRA,2005,2555.377,18149.199,7806.383,19871.676,2265.622,42.337,0.462,170.406,Europe
France,FRA,2006,2346.286,17982.869,7491.682,19563.669,2446.724,94.822,0.517,166.916,Europe
France,FRA,2007,2414.926,17427.435,7234.796,18879.144,2473.141,174.739,0.773,181.008,Europe
France,FRA,2008,2257.054,16998.24,7456.556,18647.331,2701.07,241.617,1.782,188.236,Europe
France,FRA,2009,1999.079,16234.243,7152.057,17186.984,2390.698,331.881,7.299,192.031,Europe
France,FRA,2010,2128.992,15592.556,7882.393,17768.929,2600.481,412.377,25.709,203.887,Europe
France,FRA,2011,1796.953,15181.702,6804.446,18133.454,1835.98,494.011,85.177,224.625,Europe
France,FRA,2012,2024.738,14596.257,6992.06,17238.431,2377.281,604.309,162.738,218.496,Europe
France,FRA,2013,2104.96,14330.126,7065.325,16977.127,2833.602,642.445,189.732,215.898,Europe
France,FRA,2014,1564.755,13789.861,5905.284,17303.809,2490.838,683.821,234.415,230.649,Europe
France,FRA,2015,1512.771,13741.872,6322.715,17168.938,2136.913,834.018,285.032,253.279,Europe
France,FRA,2016,1467.149,13603.206,6885.937,15679.358,2334.939,832.198,317.324,297.064,Europe
France,FRA,2017,1662.634,13615.994,6903.711,15358.49,1897.724,937.541,353.267,308.231,Europe
France,FRA,2018,1499.942,13543.655,6572.007,15826.257,2444.804,1074.014,394.595,325.867,Europe
France,FRA,2019,1150.243,13432.084,6668.928,15186.391,2224.855,1310.922,445.943,330.646,Europe
Germany,DEU,1965,24515.173,13383.128,406.196,4.262,590.547,0.0,0.0,0.0,Europe
Germany,DEU,1966,22719.875,14863.747,484.639,9.582,634.022,0.0,0.0,0.0,Europe
Germany,DEU,1967,21734.372,15349.905,620.354,43.988,597.961,0.0,0.0,0.0,Europe
Germany,DEU,1968,21907.593,17099.231,1013.139,63.015,602.999,0.0,0.0,0.0,Europe
Germany,DEU,1969,22437.253,19127.572,1435.152,175.233,486.743,0.0,0.0,0.0,Europe
Germany,DEU,1970,22067.239,20922.798,2032.855,229.567,619.826,0.0,0.0,32.523,Europe
Germany,DEU,1971,21060.812,21735.412,2678.321,219.148,474.369,0.0,0.0,35.292,Europe
Germany,DEU,1972,20530.057,22912.193,3462.835,335.226,464.919,0.0,0.0,35.866,Europe
Germany,DEU,1973,20589.0,24415.314,4463.726,426.035,535.956,0.0,0.0,37.061,Europe
Germany,DEU,1974,20683.318,22158.48,5585.671,508.984,620.895,0.0,0.0,37.886,Europe
Germany,DEU,1975,18750.249,21537.124,5898.649,850.285,600.924,0.0,0.0,39.619,Europe
Germany,DEU,1976,19812.143,23291.544,6248.749,1041.306,488.226,0.0,0.0,45.05,Europe
Germany,DEU,1977,19050.206,23032.61,6643.941,1456.369,620.679,0.0,0.0,44.006,Europe
Germany,DEU,1978,19325.525,24057.317,7132.432,1551.016,649.149,0.0,0.0,46.576,Europe
Germany,DEU,1979,20484.699,24859.82,7897.684,1843.779,651.034,0.0,0.0,51.113,Europe
Germany,DEU,1980,20997.691,22538.038,7801.561,1972.51,676.646,0.0,0.0,69.77,Europe
Germany,DEU,1981,21397.472,20502.198,7476.049,2330.571,708.232,0.0,0.0,64.165,Europe
Germany,DEU,1982,20936.285,19426.877,6953.545,2653.018,703.588,0.0,0.0,64.121,Europe
Germany,DEU,1983,21743.197,19061.968,7243.718,2788.245,668.354,0.0,0.0,55.014,Europe
Germany,DEU,1984,22466.539,19020.599,7573.206,3730.204,660.785,0.0,0.0,58.749,Europe
Germany,DEU,1985,22344.641,19599.733,7484.579,4956.935,622.138,0.0,0.0,58.78,Europe
Germany,DEU,1986,21082.923,20618.229,7451.883,4658.635,663.045,0.036,0.0,56.964,Europe
Germany,DEU,1987,20939.711,20021.65,8057.546,5046.156,724.317,0.071,0.0,51.48,Europe
Germany,DEU,1988,20615.984,19958.553,7902.793,5562.796,712.266,0.284,0.0,58.1,Europe
Germany,DEU,1989,20850.481,18667.482,8051.849,5709.21,644.255,0.918,0.0,61.773,Europe
Germany,DEU,1990,19349.964,19446.131,8056.314,5358.507,609.113,2.495,0.035,50.423,Europe
Germany,DEU,1991,16902.497,20223.873,8418.479,5150.832,553.872,3.494,0.035,51.403,Europe
Germany,DEU,1992,15188.261,20280.085,8274.17,5516.445,647.349,9.553,0.139,54.122,Europe
Germany,DEU,1993,14245.796,20476.124,8704.744,5301.436,654.822,20.722,0.104,56.468,Europe
Germany,DEU,1994,13749.984,20189.453,8819.762,5195.902,693.99,31.237,0.241,64.433,Europe
Germany,DEU,1995,12989.317,20102.92,9580.772,5275.588,737.966,51.352,0.24,68.812,Europe
Germany,DEU,1996,12903.973,20398.398,10696.851,5520.208,642.766,69.407,0.41,71.661,Europe
Germany,DEU,1997,12491.788,20257.355,10209.392,5812.525,646.746,101.216,0.614,77.567,Europe
Germany,DEU,1998,12192.586,20278.35,10302.458,5514.407,648.421,153.182,1.194,111.107,Europe
Germany,DEU,1999,11740.784,19672.055,10273.885,5802.11,705.998,188.667,1.024,122.353,Europe
Germany,DEU,2000,12187.769,19292.589,10187.178,5787.744,848.569,324.628,2.047,161.444,Europe
Germany,DEU,2001,12214.708,19532.063,10735.908,5803.984,787.428,356.055,2.575,176.656,Europe
Germany,DEU,2002,12229.713,18860.381,10708.634,5543.466,795.72,530.867,5.448,203.388,Europe
Germany,DEU,2003,12419.692,18473.77,10828.049,5509.876,591.579,624.66,10.448,295.122,Europe
Germany,DEU,2004,12102.379,18255.534,10878.809,5539.113,666.292,845.762,18.468,347.177,Europe
Germany,DEU,2005,11585.211,17892.219,11063.456,5374.246,647.359,897.548,42.259,473.157,Europe
Germany,DEU,2006,12069.325,17886.37,11293.079,5490.666,656.445,1007.543,72.834,613.528,Europe
Germany,DEU,2007,12405.418,16233.908,10905.321,4592.802,691.826,1297.863,100.494,796.222,Europe
Germany,DEU,2008,11494.449,17258.412,11040.473,4844.628,665.686,1321.212,143.929,905.565,Europe
Germany,DEU,2009,10312.647,16561.674,10436.365,4375.631,617.145,1253.293,213.476,1002.194,Europe
Germany,DEU,2010,11087.544,16796.929,10896.275,4534.137,675.914,1243.471,378.361,1095.234,Europe
Germany,DEU,2011,11264.369,16242.108,10000.592,3460.519,566.403,1597.936,628.155,1182.973,Europe
Germany,DEU,2012,11560.334,16121.304,10016.934,3163.833,702.685,1643.946,839.151,1375.1,Europe
Germany,DEU,2013,11868.325,16437.079,10468.18,3068.545,725.361,1663.335,978.061,1438.012,Europe
Germany,DEU,2014,11367.658,15940.075,9072.448,3034.804,612.001,1827.744,1126.573,1511.793,Europe
Germany,DEU,2015,11188.289,15852.682,9409.035,2839.054,586.985,2493.791,1197.839,1560.754,Europe
Germany,DEU,2016,10827.259,16099.956,10327.374,2589.449,628.633,2445.342,1165.641,1563.539,Europe
Germany,DEU,2017,10113.121,16357.086,10614.646,2308.441,609.439,3196.699,1191.688,1545.345,Europe
Germany,DEU,2018,9704.666,15485.678,10328.039,2272.526,537.447,3287.501,1368.928,1526.32,Europe
Germany,DEU,2019,7663.117,15557.671,10615.434,2225.808,598.688,3735.067,1408.845,1500.52,Europe
Greece,GRC,1965,2898.56,6183.259,0.0,0.0,263.189,0.0,0.0,0.0,Europe
Greece,GRC,1966,2880.79,6722.807,0.0,0.0,566.026,0.0,0.0,0.0,Europe
Greece,GRC,1967,2741.126,7869.71,0.0,0.0,540.703,0.0,0.0,0.0,Europe
Greece,GRC,1968,3080.887,8016.468,0.0,0.0,443.459,0.0,0.0,0.0,Europe
Greece,GRC,1969,2966.233,8485.512,0.0,0.0,662.681,0.0,0.0,0.0,Europe
Greece,GRC,1970,3393.428,9137.521,0.0,0.0,845.133,0.0,0.0,0.0,Europe
Greece,GRC,1971,4971.139,10032.977,0.0,0.0,845.093,0.0,0.0,0.0,Europe
Greece,GRC,1972,5274.922,11545.675,0.0,0.0,847.421,0.0,0.0,0.0,Europe
Greece,GRC,1973,6158.379,13339.401,0.0,0.0,698.53,0.0,0.0,0.0,Europe
Greece,GRC,1974,6428.517,12407.46,0.0,0.0,730.962,0.0,0.0,0.0,Europe
Greece,GRC,1975,8329.636,13007.339,0.0,0.0,620.948,0.0,0.0,0.0,Europe
Greece,GRC,1976,9721.194,13672.893,0.0,0.0,571.869,0.0,0.0,0.0,Europe
Greece,GRC,1977,10196.207,13737.556,0.0,0.0,576.866,0.0,0.0,0.0,Europe
Greece,GRC,1978,8937.109,14744.573,0.0,0.0,884.014,0.0,0.0,0.0,Europe
Greece,GRC,1979,4840.949,15387.303,0.0,0.0,1040.938,0.0,0.0,0.0,Europe
Greece,GRC,1980,4785.132,15058.991,0.0,0.0,982.481,0.0,0.0,0.0,Europe
Greece,GRC,1981,4691.488,14489.928,0.0,0.0,973.652,0.0,0.0,0.0,Europe
Greece,GRC,1982,4725.841,14444.31,86.098,0.0,1009.664,0.0,0.0,0.0,Europe
Greece,GRC,1983,5757.804,13771.207,81.533,0.0,659.163,0.0,0.0,0.0,Europe
Greece,GRC,1984,6114.082,14034.202,89.199,0.0,801.735,0.0,0.0,0.0,Europe
Greece,GRC,1985,7052.91,14193.589,83.392,0.0,781.669,0.0,0.0,0.0,Europe
Greece,GRC,1986,6699.303,14336.709,113.705,0.0,897.266,0.0,0.0,0.0,Europe
Greece,GRC,1987,7616.112,15507.789,129.263,0.0,767.846,0.276,0.0,0.0,Europe
Greece,GRC,1988,8510.942,15946.272,154.366,0.0,650.651,0.275,0.0,0.0,Europe
Greece,GRC,1989,9100.402,17472.676,154.835,0.0,519.671,0.274,0.0,0.0,Europe
Greece,GRC,1990,9165.527,18693.167,157.1,0.0,480.529,0.543,0.0,0.0,Europe
Greece,GRC,1991,8741.782,18740.867,153.854,0.0,834.546,0.539,0.0,0.0,Europe
Greece,GRC,1992,9029.588,18845.27,140.739,0.0,587.279,2.133,0.0,0.267,Europe
Greece,GRC,1993,8927.981,19093.465,102.668,0.0,601.756,12.394,0.0,0.264,Europe
Greece,GRC,1994,8853.844,19341.764,51.973,0.0,678.201,9.655,0.0,0.261,Europe
Greece,GRC,1995,8741.118,19987.2,47.483,0.0,912.226,8.789,0.0,0.258,Europe
Greece,GRC,1996,8435.888,20648.588,52.922,0.0,1115.01,9.232,0.0,0.0,Europe
Greece,GRC,1997,9023.571,20677.334,182.354,0.0,988.753,9.424,0.0,0.0,Europe
Greece,GRC,1998,9384.734,21530.727,742.495,0.0,941.204,18.485,0.0,0.0,Europe
Greece,GRC,1999,8979.779,20890.553,1324.24,0.0,1156.653,40.805,0.0,0.252,Europe
Greece,GRC,2000,9470.122,21715.895,1768.805,0.0,925.676,113.046,0.0,0.0,Europe
Greece,GRC,2001,9742.783,21955.434,1737.451,0.0,519.775,187.387,0.0,19.581,Europe
Greece,GRC,2002,9333.367,22085.038,1860.593,0.0,686.588,159.632,0.0,30.896,Europe
Greece,GRC,2003,9352.667,22903.441,2096.463,0.0,1157.35,247.934,0.0,25.498,Europe
Greece,GRC,2004,9573.486,22489.428,2301.268,0.0,1125.692,270.098,0.241,29.636,Europe
Greece,GRC,2005,9451.963,22716.991,2319.156,0.0,1202.237,303.375,0.24,29.235,Europe
Greece,GRC,2006,8735.583,24004.704,2744.124,0.0,1401.6,406.022,0.239,27.243,Europe
Greece,GRC,2007,9264.071,24368.05,3495.31,0.0,618.916,434.269,0.239,43.952,Europe
Greece,GRC,2008,8783.454,23318.999,3670.909,0.0,791.926,536.08,1.196,45.67,Europe
Greece,GRC,2009,8943.177,22181.71,3105.344,0.0,1286.474,608.765,11.969,52.187,Europe
Greece,GRC,2010,8404.267,20260.746,3425.389,0.0,1786.456,649.925,37.836,45.5,Europe
Greece,GRC,2011,8481.814,19251.335,4246.922,0.0,959.864,793.306,145.978,49.537,Europe
Greece,GRC,2012,8780.166,17083.74,3920.621,0.0,1051.95,919.829,404.725,48.739,Europe
Greece,GRC,2013,7565.522,16126.458,3473.322,0.0,1512.643,986.579,869.543,51.486,Europe
Greece,GRC,2014,7298.203,16025.591,2657.949,0.0,1064.482,877.318,901.814,52.32,Europe
Greece,GRC,2015,6138.917,16630.557,2881.229,0.0,1447.139,1096.627,925.523,54.819,Europe
Greece,GRC,2016,4775.521,16739.936,3766.183,0.0,1313.19,1219.137,931.055,64.913,Europe
Greece,GRC,2017,5277.679,17389.068,4561.741,0.0,937.305,1309.725,944.148,73.334,Europe
Greece,GRC,2018,5053.797,17115.538,4486.404,0.0,1356.649,1488.172,895.383,74.186,Europe
Greece,GRC,2019,3677.676,17922.645,4914.686,0.0,947.03,1720.876,936.232,75.914,Europe
Hong Kong,HKG,1965,412.602,7173.793,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1966,347.654,7696.859,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1967,272.704,9021.87,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1968,191.583,9645.878,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1969,110.821,11217.918,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1970,63.453,11882.952,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1971,80.227,12326.44,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1972,38.045,13840.7,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1973,20.161,14145.794,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1974,19.789,14213.943,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1975,16.579,13080.864,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1976,21.507,15024.962,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1977,18.245,15733.404,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1978,12.622,15836.501,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1979,9.802,15743.047,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1980,4.777,15685.485,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1981,81.869,16291.674,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1982,2057.9,15607.258,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1983,4761.644,13692.401,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1984,6127.639,12509.621,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1985,7472.506,11587.136,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1986,8508.76,11143.39,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1987,10482.969,10746.6,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1988,11927.195,12123.406,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1989,12577.548,12725.245,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1990,11150.84,13178.394,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1991,11882.661,13012.085,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1992,12456.9,16516.511,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1993,14272.658,17019.928,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1994,10073.526,17941.979,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1995,10708.631,18939.107,49.958,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1996,7826.662,18251.979,3114.888,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1997,6485.115,17738.161,4775.654,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1998,7914.641,16708.74,4398.579,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,1999,6656.493,17492.119,4772.257,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2000,7636.961,17997.086,4259.305,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2001,11956.249,21205.597,4260.573,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2002,9249.278,23047.822,4025.299,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2003,11690.013,23114.157,2579.569,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2004,10883.091,27140.061,3715.493,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2005,11796.497,24388.423,3710.307,0.0,0.0,0.0,0.0,0.0,Asia
Hong Kong,HKG,2006,11722.174,26236.347,4051.289,0.0,0.0,0.273,0.0,0.0,Asia
Hong Kong,HKG,2007,12719.024,27963.424,3763.788,0.0,0.0,0.336,0.0,0.0,Asia
Hong Kong,HKG,2008,11584.093,25188.699,4327.359,0.0,0.0,0.31,0.0,0.0,Asia
Hong Kong,HKG,2009,12021.349,28402.17,4176.556,0.0,0.0,0.416,0.0,0.0,Asia
Hong Kong,HKG,2010,10396.657,30525.14,5159.799,0.0,0.0,0.39,0.131,34.435,Asia
Hong Kong,HKG,2011,12294.422,30556.219,4085.258,0.0,0.0,0.321,0.256,28.847,Asia
Hong Kong,HKG,2012,12033.026,29110.148,3740.493,0.0,0.0,0.385,0.312,32.531,Asia
Hong Kong,HKG,2013,12748.831,29561.118,3503.075,0.0,0.0,0.302,0.402,33.226,Asia
Hong Kong,HKG,2014,13276.27,27854.279,3345.538,0.0,0.0,0.321,0.393,36.738,Asia
Hong Kong,HKG,2015,10840.687,30320.434,4238.296,0.0,0.0,0.286,0.363,35.556,Asia
Hong Kong,HKG,2016,10753.084,31154.083,4316.079,0.0,0.0,0.171,0.34,35.063,Asia
Hong Kong,HKG,2017,9987.385,34903.839,4265.18,0.0,0.0,0.65,0.293,36.55,Asia
Hong Kong,HKG,2018,9897.97,35031.596,4092.99,0.0,0.0,0.607,0.273,33.045,Asia
Hong Kong,HKG,2019,9651.59,32482.553,4190.647,0.0,0.0,0.579,0.261,36.28,Asia
Hungary,HUN,1965,12476.244,4353.306,1336.997,0.0,20.485,0.0,0.0,0.0,Europe
Hungary,HUN,1966,11920.532,4763.544,1651.28,0.0,27.212,0.0,0.0,0.0,Europe
Hungary,HUN,1967,10300.087,5019.976,2110.915,0.0,22.224,0.0,0.0,0.0,Europe
Hungary,HUN,1968,10125.681,5240.096,2646.163,0.0,24.026,0.0,0.0,0.0,Europe
Hungary,HUN,1969,10238.327,5839.286,3138.351,0.0,25.548,0.0,0.0,0.0,Europe
Hungary,HUN,1970,10367.829,6758.026,3506.949,0.0,23.581,0.0,0.0,0.0,Europe
Hungary,HUN,1971,10004.85,7590.628,3640.655,0.0,25.646,0.0,0.0,0.0,Europe
Hungary,HUN,1972,9696.88,8247.981,3919.028,0.0,29.307,0.0,0.0,0.0,Europe
Hungary,HUN,1973,9720.97,9255.049,4641.313,0.0,26.837,0.0,0.0,0.0,Europe
Hungary,HUN,1974,9243.229,10101.286,4928.051,0.0,21.457,0.0,0.0,0.0,Europe
Hungary,HUN,1975,8771.946,11350.963,5452.959,0.0,43.011,0.0,0.0,0.0,Europe
Hungary,HUN,1976,8845.096,11833.648,6516.1,0.0,43.329,0.0,0.0,0.0,Europe
Hungary,HUN,1977,8946.918,12512.093,6983.154,0.0,38.91,0.0,0.0,0.0,Europe
Hungary,HUN,1978,8891.361,13767.252,7606.969,0.0,35.849,0.0,0.0,0.0,Europe
Hungary,HUN,1979,8924.827,12921.278,8003.942,0.0,37.779,0.0,0.0,0.0,Europe
Hungary,HUN,1980,8736.025,12538.667,8621.892,0.0,28.93,0.0,0.0,0.0,Europe
Hungary,HUN,1981,8784.737,11989.823,8825.71,0.0,43.427,0.0,0.0,0.0,Europe
Hungary,HUN,1982,9184.842,11389.532,9243.079,0.0,41.216,0.0,0.0,0.0,Europe
Hungary,HUN,1983,8672.636,10847.374,9255.397,643.87,40.356,0.0,0.0,0.0,Europe
Hungary,HUN,1984,8480.694,11414.816,9472.128,985.318,47.356,0.0,0.0,0.0,Europe
Hungary,HUN,1985,8369.732,11682.175,9716.788,1703.579,40.749,0.0,0.0,0.0,Europe
Hungary,HUN,1986,8308.729,10837.695,10352.917,1960.475,40.667,0.0,0.0,0.0,Europe
Hungary,HUN,1987,8339.189,11409.256,10321.369,2913.288,44.816,0.0,0.0,0.0,Europe
Hungary,HUN,1988,7898.599,10603.373,10248.044,3579.037,44.988,0.0,0.0,0.0,Europe
Hungary,HUN,1989,7097.414,10310.218,10473.763,3709.493,42.193,0.0,0.0,0.0,Europe
Hungary,HUN,1990,6900.767,10731.256,9989.301,3675.6,47.648,0.0,0.0,4.551,Europe
Hungary,HUN,1991,6434.761,9263.595,9918.897,3679.225,52.001,0.0,0.0,6.433,Europe
Hungary,HUN,1992,5805.099,9361.239,8722.857,3744.466,42.368,0.0,0.0,12.335,Europe
Hungary,HUN,1993,5229.238,8924.268,9386.799,3699.416,44.513,0.0,0.0,10.458,Europe
Hungary,HUN,1994,4961.101,9392.779,9480.227,3767.622,43.177,0.0,0.0,12.068,Europe
